observation_id,provider_id,cohort_label,cohort_launch_period,observed_as_of,months_since_launch,cohort_passings,reported_penetration,quality_grade,source_id,cohort_definition,caveat,first_report_period,last_report_period,times_disclosed
kinetic_2021q4_24,kinetic,2021-Q4 launch cohort,2021-Q4,2023-12-31,24,,0.27,A,kinetic_q1_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q1,2024-Q3,3
kinetic_2022q1_12,kinetic,2022-Q1 launch cohort,2022-Q1,2023-03-31,12,,0.25,A,kinetic_q3_2023_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2023-Q3,2024-Q3,4
kinetic_2022q1_24,kinetic,2022-Q1 launch cohort,2022-Q1,2024-03-31,24,,0.29,A,kinetic_q1_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q1,2024-Q3,3
kinetic_2022q2_12,kinetic,2022-Q2 launch cohort,2022-Q2,2023-06-30,12,,0.26,A,kinetic_q3_2023_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2023-Q3,2024-Q3,4
kinetic_2022q2_24,kinetic,2022-Q2 launch cohort,2022-Q2,2024-06-30,24,,0.3,A,kinetic_q2_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q2,2024-Q3,2
kinetic_2022q3_12,kinetic,2022-Q3 launch cohort,2022-Q3,2023-09-30,12,,0.27,A,kinetic_q3_2023_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2023-Q3,2024-Q3,4
kinetic_2022q3_24,kinetic,2022-Q3 launch cohort,2022-Q3,2024-09-30,24,,0.3,A,kinetic_q3_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q3,2024-Q3,1
kinetic_2022q4_12,kinetic,2022-Q4 launch cohort,2022-Q4,2023-12-31,12,,0.24,A,kinetic_q1_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q1,2024-Q3,3
kinetic_2023q1_6,kinetic,2023-Q1 launch cohort,2023-Q1,2023-09-30,6,,0.27,A,kinetic_q3_2023_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2023-Q3,2023-Q3,1
kinetic_2023q1_12,kinetic,2023-Q1 launch cohort,2023-Q1,2024-03-31,12,,0.29,A,kinetic_q1_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q1,2024-Q3,3
kinetic_2023q2_3,kinetic,2023-Q2 launch cohort,2023-Q2,2023-09-30,3,,0.22,A,kinetic_q3_2023_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2023-Q3,2023-Q3,1
kinetic_2023q2_9,kinetic,2023-Q2 launch cohort,2023-Q2,2024-03-31,9,,0.27,A,kinetic_q1_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q1,2024-Q1,1
kinetic_2023q2_12,kinetic,2023-Q2 launch cohort,2023-Q2,2024-06-30,12,,0.28,A,kinetic_q2_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q2,2024-Q3,2
kinetic_2023q3_6,kinetic,2023-Q3 launch cohort,2023-Q3,2024-03-31,6,,0.23,A,kinetic_q1_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q1,2024-Q1,1
kinetic_2023q3_9,kinetic,2023-Q3 launch cohort,2023-Q3,2024-06-30,9,,0.25,A,kinetic_q2_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q2,2024-Q2,1
kinetic_2023q3_12,kinetic,2023-Q3 launch cohort,2023-Q3,2024-09-30,12,,0.26,A,kinetic_q3_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q3,2024-Q3,1
kinetic_2023q4_3,kinetic,2023-Q4 launch cohort,2023-Q4,2024-03-31,3,,0.2,A,kinetic_q1_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q1,2024-Q1,1
kinetic_2023q4_6,kinetic,2023-Q4 launch cohort,2023-Q4,2024-06-30,6,,0.24,A,kinetic_q2_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q2,2024-Q2,1
kinetic_2023q4_9,kinetic,2023-Q4 launch cohort,2023-Q4,2024-09-30,9,,0.26,A,kinetic_q3_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q3,2024-Q3,1
kinetic_2024q1_3,kinetic,2024-Q1 launch cohort,2024-Q1,2024-06-30,3,,0.2,A,kinetic_q2_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q2,2024-Q2,1
kinetic_2024q1_6,kinetic,2024-Q1 launch cohort,2024-Q1,2024-09-30,6,,0.24,A,kinetic_q3_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q3,2024-Q3,1
kinetic_2024q2_3,kinetic,2024-Q2 launch cohort,2024-Q2,2024-09-30,3,,0.19,A,kinetic_q3_2024_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2024-Q3,2024-Q3,1
kinetic_2024q3_9,kinetic,2024-Q3 launch cohort,2024-Q3,2025-06-30,9,,0.29,A,kinetic_q2_2025_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2025-Q2,2025-Q2,1
kinetic_2024q4_6,kinetic,2024-Q4 launch cohort,2024-Q4,2025-06-30,6,,0.32,A,kinetic_q2_2025_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2025-Q2,2025-Q2,1
kinetic_2025q1_3,kinetic,2025-Q1 launch cohort,2025-Q1,2025-06-30,3,,0.23,A,kinetic_q2_2025_presentation,Consumers on 1G-capable facilities within a discrete quarterly launch cohort,No interpolation and no cohort passings disclosed; do not passing-weight.,2025-Q2,2025-Q2,1
